#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Calycopis cecrops","Eukaryota;Animals;Insects","","SAMN04534834","PRJNA314404","GCA_001625245.1","Scaffold",728.789,35.1,,"LUGF01",60049,0,"2016-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/245/GCA_001625245.1_3306_assembly_v2",
"Branchiostoma belcheri","Eukaryota;Animals;Other Animals","BF01","SAMN04869859","PRJNA358734","GCA_001625305.1","Scaffold",426.124,41.3998,"mitochondrion MT:NC_004537.1/AB078191.1","AYSS01",2308,34675,"2016-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/305/GCA_001625305.1_Haploidv18h27","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/305/GCF_001625305.1_Haploidv18h27"
"Crotalus horridus","Eukaryota;Animals;Reptiles","016-059-111","SAMN01815951","PRJNA181087","GCA_001625485.1","Scaffold",1520.33,34.3,,"LVCR01",186068,0,"2016-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/485/GCA_001625485.1_ASM162548v1",
"Ascochyta rabiei","Eukaryota;Fungi;Ascomycetes","ArDII","SAMN03284776","PRJNA272665","GCA_001630375.1","Scaffold",34.6583,50.7,,"JYNV01",338,10596,"2016-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/375/GCA_001630375.1_AscRab1.0",
"Drechmeria coniospora","Eukaryota;Fungi;Ascomycetes","ARSEF 6962","SAMN03387934","PRJNA277234","GCA_001625195.1"," Chromosome",32.831,54.9069,"chromosome 01:CM004174.1; chromosome 02:CM004175.1; chromosome 03:CM004176.1","LAYC01",28,8236,"2016-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/195/GCA_001625195.1_ASM162519v1",
"Haemoproteus tartakovskyi","Eukaryota;Protists;Apicomplexans","SISKIN1","SAMN04441127","PRJNA309868","GCA_001625125.1","Scaffold",23.209,24.9018,"mitochondrion MT:CM004177.1","LSRZ01",2983,0,"2016-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/125/GCA_001625125.1_ASM162512v1",
"Diaporthe ampelina","Eukaryota;Fungi;Ascomycetes","S3MP","SAMN04577763","PRJNA316173","GCA_001630405.1","Scaffold",59.4959,51.7,,"LWAD01",904,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/405/GCA_001630405.1_ASM163040v1",
"Sporothrix globosa","Eukaryota;Fungi;Ascomycetes","CBS 120340","SAMN04570824","PRJNA315855","GCA_001630435.1","Scaffold",33.4736,54.4,,"LVYW01",24,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/435/GCA_001630435.1_ASM163043v1",
"Pseudogymnoascus pannorum var. pannorum","Eukaryota;Fungi;Ascomycetes","ATCC 16222","SAMN04155469","PRJNA299331","GCA_001630605.1","Scaffold",30.5347,49.6,,"LNAS01",599,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/605/GCA_001630605.1_ASM163060v1",
"Pseudogymnoascus sp. BL549","Eukaryota;Fungi;Ascomycetes","BL549","SAMN04196959","PRJNA299331","GCA_001630585.1","Scaffold",25.8642,51.1,,"LNAR01",2106,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/585/GCA_001630585.1_ASM163058v1",
"Mus spretus","Eukaryota;Animals;Mammals","SPRET/EiJ","SAMN04489830","PRJNA310854","GCA_001624865.1"," Chromosome",2625.59,42.3292,"chromosome 1:CM004094.1; chromosome 2:CM004095.1; chromosome 3:CM004096.1; chromosome 4:CM004097.1; chromosome 5:CM004098.1; chromosome 6:CM004099.1; chromosome 7:CM004100.1; chromosome 8:CM004101.1; chromosome 9:CM004102.1; chromosome 10:CM004103.1; chromosome 11:CM004105.1; chromosome 12:CM004106.1; chromosome 13:CM004107.1; chromosome 14:CM004108.1; chromosome 15:CM004109.1; chromosome 16:CM004110.1; chromosome 17:CM004111.1; chromosome 18:CM004112.1; chromosome 19:CM004113.1; chromosome X:CM004104.1; mitochondrion MT:CM004188.1","LVXV01",5404,0,"2016-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/865/GCA_001624865.1_SPRET_EiJ_v1",
"Fibularhizoctonia sp. CBS 109695","Eukaryota;Fungi;Basidiomycetes","CBS 109695","SAMN02199021","PRJNA196049","GCA_001630335.1","Scaffold",95.1181,51.5,,"LNCK01",1914,32854,"2016-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/335/GCA_001630335.1_Fibsp1",
"Calocera viscosa TUFC12733","Eukaryota;Fungi;Basidiomycetes","TUFC12733","SAMN02745652","PRJNA200620","GCA_001630345.1","Scaffold",29.0972,56.3,,"LKHT01",214,12363,"2016-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/345/GCA_001630345.1_Calvi1",
"Daphnia magna","Eukaryota;Animals;Other Animals","Xinb3","SAMN03703141","PRJNA298946","GCA_001632505.1","Scaffold",129.543,33.3,,"LRGB01",28801,26646,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/505/GCA_001632505.1_daphmag2.4",
"Fusarium metavorans","Eukaryota;Fungi;Ascomycetes","FSSC_6","SAMN04532693","PRJNA314357","GCA_001633045.1","Scaffold",46.941,51.8,,"LWBZ01",103,0,"2016-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/045/GCA_001633045.1_ASM163304v1",
"Carthamus tinctorius","Eukaryota;Plants;Land Plants","","SAMN04523257","PRJNA313459","GCA_001633085.1","Scaffold",661.938,36.5,,"LUCG01",463906,0,"2016-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/085/GCA_001633085.1_Safflower1",
"Calocera cornea HHB12733","Eukaryota;Fungi;Basidiomycetes","HHB12733","SAMN02745930","PRJNA210204","GCA_001632435.1","Scaffold",33.2449,56.9,,"LKHQ01",545,13154,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/435/GCA_001632435.1_Calco1",
"Neolentinus lepideus HHB14362 ss-1","Eukaryota;Fungi;Basidiomycetes","HHB14362 ss-1","SAMN02745928","PRJNA196054","GCA_001632425.1","Scaffold",35.6402,50.8,,"LNCL01",331,13157,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/425/GCA_001632425.1_Neole1",
"Laetiporus sulphureus 93-53","Eukaryota;Fungi;Basidiomycetes","93-53","SAMN02745959","PRJNA196057","GCA_001632365.1","Scaffold",39.9097,51.4,,"LOAX01",399,13745,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/365/GCA_001632365.1_Laesu1",
"Sistotremastrum niveocremeum HHB9708","Eukaryota;Fungi;Basidiomycetes","HHB9708","SAMN02745992","PRJNA196050","GCA_001630475.1","Scaffold",35.3611,49.2,,"LOAV01",230,13076,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/475/GCA_001630475.1_Sisni1",
"Daedalea quercina L-15889","Eukaryota;Fungi;Basidiomycetes","L-15889","SAMN02745929","PRJNA196055","GCA_001632345.1","Scaffold",32.7363,54.8,,"LKHU01",357,12192,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/345/GCA_001632345.1_Daequ1",
"Sistotremastrum suecicum HHB10207 ss-3","Eukaryota;Fungi;Basidiomycetes","HHB10207 ss-3","SAMN02745964","PRJNA196047","GCA_001632355.1","Scaffold",33.8579,49.3,,"LOAY01",1028,13654,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/355/GCA_001632355.1_Sissu1",
"Quercus lobata","Eukaryota;Plants;Land Plants","SW786","SAMN04359389","PRJNA308314","GCA_001633185.1","Scaffold",759.241,34.5,,"LRBV01",40156,0,"2016-04-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/185/GCA_001633185.1_ValleyOak0.5",
"Fusarium fujikuroi IMI 58289","Eukaryota;Fungi;Ascomycetes","IMI 58289","SAMEA3724789","PRJNA322155","GCA_900079805.1"," Chromosome",43.8323,47.4682,"chromosome I:NC_036622.1/HF679023.1; chromosome II:NC_036623.1/HF679024.1; chromosome III:NC_036624.1/HF679025.1; chromosome IV:NC_036625.1/HF679026.1; chromosome V:NC_036626.1/HF679027.1; chromosome VI:NC_036627.1/HF679028.1; chromosome VII:NC_036628.1/HF679029.1; chromosome VIII:NC_036629.1/HF679030.1; chromosome IX:NC_036630.1/HF679031.1; chromosome X:NC_036631.1/HF679032.1; chromosome XI:NC_036632.1/HF679033.1; chromosome XII:NC_036633.1/HF679034.1",,12,14810,"2013-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/805/GCA_900079805.1_Fusarium_fujikuroi_IMI58289_V2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/805/GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2"
"Dorcoceras hygrometricum","Eukaryota;Plants;Land Plants","","SAMN02215335","PRJNA182117","GCA_001598015.1","Scaffold",1521.36,43.1,,"LVEL01",401752,47778,"2016-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/598/015/GCA_001598015.1_Boea_hygrometrica.v1",
"Nicotiana tabacum","Eukaryota;Plants;Land Plants","","SAMN02316627","PRJNA319578","GCA_000715135.1","Scaffold",3643.47,39.2006,"plastid Pltd:NC_001879.2/Z00044.2; mitochondrion MT:NC_006581.1/BA000042.1","AYMY01",168247,84255,"2014-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/135/GCA_000715135.1_Ntab-TN90","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/135/GCF_000715135.1_Ntab-TN90"
"Moelleriella libera RCEF 2490","Eukaryota;Fungi;Ascomycetes","RCEF 2490","SAMN04908325","PRJNA72735","GCA_001636675.1","Scaffold",30.8719,53.6,,"AZGY01",97,8461,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/675/GCA_001636675.1_AAL_1.0",
"Cordyceps brongniartii RCEF 3172","Eukaryota;Fungi;Ascomycetes","RCEF 3172","SAMN04908327","PRJNA72729","GCA_001636735.1","Scaffold",32.516,51.5,,"AZHA01",241,9595,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/735/GCA_001636735.1_BBO_1.0",
"Cordyceps fumosorosea ARSEF 2679","Eukaryota;Fungi;Ascomycetes","ARSEF 2679","SAMN04908328","PRJNA342686","GCA_001636725.1","Scaffold",33.486,53.6,,"AZHB01",430,10061,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/725/GCA_001636725.1_ISF_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/725/GCF_001636725.1_ISF_1.0"
"Ascosphaera apis ARSEF 7405","Eukaryota;Fungi;Ascomycetes","ARSEF 7405","SAMN04908326","PRJNA72725","GCA_001636715.1","Scaffold",20.3131,47,,"AZGZ01",82,6442,"2016-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/715/GCA_001636715.1_AAP_1.0",
"Metarhizium rileyi RCEF 4871","Eukaryota;Fungi;Ascomycetes","RCEF 4871","SAMN04908329","PRJNA72739","GCA_001636745.1","Scaffold",32.014,49.3,,"AZHC01",389,8764,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/745/GCA_001636745.1_NOR_1.0",
"Cordyceps confragosa RCEF 1005","Eukaryota;Fungi;Ascomycetes","RCEF 1005","SAMN04908331","PRJNA72733","GCA_001636795.1","Scaffold",35.5941,53.1,,"AZHF01",130,11030,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/795/GCA_001636795.1_LEL_1.0",
"Sporothrix insectorum RCEF 264","Eukaryota;Fungi;Ascomycetes","RCEF 264","SAMN04908330","PRJNA72727","GCA_001636815.1","Scaffold",34.7221,53.7,,"AZHD01",78,9496,"2016-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/815/GCA_001636815.1_SPI_1.0",
"Peniophora sp. CONT","Eukaryota;Fungi;Basidiomycetes","CONT","SAMN02195013","PRJNA196016","GCA_001632445.1","Scaffold",46.0308,54.2,,"LOAU01",1092,18945,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/445/GCA_001632445.1_Ricme1",
"Exidia glandulosa HHB12029","Eukaryota;Fungi;Basidiomycetes","HHB12029","SAMN02745873","PRJNA196053","GCA_001632375.1","Scaffold",78.1612,56,,"LOAW01",1723,26690,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/375/GCA_001632375.1_Exigl1",
"Phycomyces blakesleeanus NRRL 1555(-)","Eukaryota;Fungi;Other Fungi","NRRL 1555(-)","SAMN00189023","PRJNA61391","GCA_001638985.2","Scaffold",53.9392,35.9,,"AMYC01",80,16543,"2016-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/638/985/GCA_001638985.2_Phybl2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/638/985/GCF_001638985.1_Phybl2"
"Endoconidiophora laricicola","Eukaryota;Fungi;Ascomycetes","CBS100207","SAMN04889866","PRJNA319433","GCA_001640655.1","Scaffold",32.6923,45.4,,"LXGT01",879,0,"2016-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/655/GCA_001640655.1_ASM164065v1",
"Ceratocystis adiposa","Eukaryota;Fungi;Ascomycetes","CBS136.34","SAMN04889865","PRJNA319432","GCA_001640685.1","Scaffold",28.3392,47,,"LXGU01",644,0,"2016-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/685/GCA_001640685.1_ASM164068v1",
"Lates calcarifer","Eukaryota;Animals;Fishes","ASB-BC8","SAMN04026617","PRJNA345597","GCA_001640805.1","Scaffold",668.481,40.8001,"mitochondrion MT:NC_007439.1/DQ010541.1","LLXD01",3808,45223,"2016-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/805/GCA_001640805.1_ASM164080v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/805/GCF_001640805.1_ASM164080v1"
"Eufriesea mexicana","Eukaryota;Animals;Insects","0111107269","SAMN03801430","PRJNA339561","GCA_001483705.1","Scaffold",596.278,41.2,,"LLKC01",187611,15659,"2015-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/705/GCA_001483705.1_ASM148370v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/705/GCF_001483705.1_ASM148370v1"
"Pseudogymnoascus destructans","Eukaryota;Fungi;Ascomycetes","20631-21","SAMN03382554","PRJNA342683","GCA_001641265.1","Scaffold",35.8182,49.2,,"LAJJ01",83,9405,"2016-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/265/GCA_001641265.1_ASM164126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/265/GCF_001641265.1_ASM164126v1"
"Intoshia linei","Eukaryota;Animals;Other Animals","Intl2013","SAMN04576116","PRJNA316116","GCA_001642005.1","Scaffold",41.6031,25.9,,"LWCA01",3520,8724,"2016-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/005/GCA_001642005.1_IntLin1.0",
"Paraphaeosphaeria sporulosa","Eukaryota;Fungi;Ascomycetes","AP3s5-JAC2a","SAMN02745364","PRJNA342679","GCA_001642045.1","Scaffold",38.464,53.3,,"LXPO01",61,14734,"2016-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/045/GCA_001642045.1_Parsp1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/045/GCF_001642045.1_Parsp1"
"Alternaria alternata","Eukaryota;Fungi;Ascomycetes","SRC1lrK2f","SAMN02745592","PRJNA342680","GCA_001642055.1","Scaffold",32.9908,51.4,,"LXPP01",79,13466,"2016-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/055/GCA_001642055.1_Altal1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/055/GCF_001642055.1_Altal1"
"Mentha longifolia","Eukaryota;Plants;Land Plants","","SAMN04452879","PRJNA310613","GCA_001642375.1","Scaffold",353.287,36.7,,"LSBG01",190876,0,"2016-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.1_Mlong1.0",
"Nematocida displodere","Eukaryota;Fungi;Other Fungi","JUm2807","SAMN04499096","PRJNA312555","GCA_001642395.1","Scaffold",3.0664,49.1,,"LTDL01",42,2278,"2016-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/395/GCA_001642395.1_ASM164239v1",
"Nematocida sp. ERTm5","Eukaryota;Fungi;Other Fungi","ERTm5","SAMN04499094","PRJNA312551","GCA_001642415.1","Scaffold",4.39761,33.5,,"LTDK01",186,2709,"2016-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/415/GCA_001642415.1_ASM164241v1",
"Labrus bergylta","Eukaryota;Animals;Fishes","","SAMEA3939555","PRJEB13687","GCA_900080235.1","Scaffold",805.481,40.9,,"FKLU01",13466,35873,"2016-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/080/235/GCA_900080235.1_BallGen_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/080/235/GCF_900080235.1_BallGen_V1"
"Trifolium pratense","Eukaryota;Plants;Land Plants","","SAMEA3696998","PRJEB9186","GCA_900079335.1"," Chromosome",345.991,32.4355,"chromosome LG1:LT555306.1; chromosome LG2:LT555307.1; chromosome LG3:LT555308.1; chromosome LG4:LT555309.1; chromosome LG5:LT555310.1; chromosome LG6:LT555311.1; chromosome LG7:LT555312.1","FKJA01",39051,0,"2016-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/335/GCA_900079335.1_Trpr",
"Monocercomonoides sp. PA203","Eukaryota;Protists;Other Protists","PA203","SAMN04297179","PRJNA304271","GCA_001643675.1","Scaffold",74.7219,36.8,,"LSRY01",2095,0,"2016-05-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/675/GCA_001643675.1_Mono14B",
"Tilletia caries","Eukaryota;Fungi;Basidiomycetes","DAOM 238032","SAMN04607374","PRJNA317434","GCA_001645005.1","Scaffold",29.5409,56.1,,"LWDD01",2888,10204,"2016-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/005/GCA_001645005.1_ASM164500v1",
"Tilletia walkeri","Eukaryota;Fungi;Basidiomycetes","DAOM 236422","SAMN04543208","PRJNA314785","GCA_001645055.1","Scaffold",24.3447,54.8,,"LWDG01",972,7970,"2016-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/055/GCA_001645055.1_ASM164505v1",
"Tilletia controversa","Eukaryota;Fungi;Basidiomycetes","DAOM 236426","SAMN04607373","PRJNA317433","GCA_001645045.1","Scaffold",28.8411,56.6,,"LWDE01",3586,9860,"2016-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/045/GCA_001645045.1_ASM164504v1",
"Stagonospora sp. SRC1lsM3a","Eukaryota;Fungi;Ascomycetes","SRC1lsM3a","SAMN02927915","PRJNA255590","GCA_001644525.1","Scaffold",36.0829,51.8,,"LXTA01",44,14425,"2016-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/525/GCA_001644525.1_Stasp1",
"Fonsecaea nubica","Eukaryota;Fungi;Ascomycetes","CBS 269.64","SAMN04498467","PRJNA342681","GCA_001646965.1","Scaffold",33.7874,52.5,,"LVCJ01",258,11681,"2016-05-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/646/965/GCA_001646965.1_ASM164696v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/646/965/GCF_001646965.1_ASM164696v1"
"Pyrenochaeta sp. DS3sAY3a","Eukaryota;Fungi;Ascomycetes","DS3sAY3a","SAMN02927933","PRJNA255591","GCA_001644535.1","Scaffold",38.501,51.1,,"LXSZ01",69,14990,"2016-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/535/GCA_001644535.1_Pyrsp1",
"Eichhornia paniculata","Eukaryota;Plants;Land Plants","Mex","SAMN04450015","PRJNA310303","GCA_001647135.1","Scaffold",571.388,33.2,,"LTAE01",40286,0,"2016-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/135/GCA_001647135.1_ASM164713v1",
"Ophiocordyceps sinensis","Eukaryota;Fungi;Ascomycetes","ZJB12195","SAMN04550853","PRJNA315178","GCA_001648815.1","Scaffold",101.069,43.1,,"LWBQ01",618,0,"2016-05-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/815/GCA_001648815.1_ASM164881v1",
"Musa itinerans","Eukaryota;Plants;Land Plants","HN9","SAMN04505257","PRJNA312694","GCA_001649415.1","Scaffold",455.349,35.4,,"LVTN01",28415,0,"2016-05-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/415/GCA_001649415.1_ASM164941v1",
"Kryptolebias marmoratus","Eukaryota;Animals;Fishes","JLee-2015","SAMN04622665","PRJNA326783","GCA_001649575.1","Scaffold",680.367,40.6001,"mitochondrion MT:NC_003290.1/AF283503.1","LWHD01",3073,42376,"2016-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/575/GCA_001649575.1_ASM164957v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/575/GCF_001649575.1_ASM164957v1"
"Gongronella sp. w5","Eukaryota;Fungi;Other Fungi","w5","SAMN04577815","PRJNA316183","GCA_001650995.1","Scaffold",34.7235,48.2,,"LVWK01",149,0,"2016-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/995/GCA_001650995.1_ASM165099v1",
"Giraffa tippelskirchi","Eukaryota;Animals;Mammals","MA1","SAMN04526126","PRJNA313910","GCA_001651235.1","Scaffold",2705.07,41.4,,"LVKQ01",513177,0,"2016-05-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/235/GCA_001651235.1_ASM165123v1",
"Trichophyton violaceum","Eukaryota;Fungi;Ascomycetes","CMCC(F)T3l","SAMN03952792","PRJNA291786","GCA_001651435.1","Scaffold",23.3671,47,,"LHPN01",261,7037,"2016-05-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/435/GCA_001651435.1_CMCC_F_T3l",
"Fonsecaea erecta","Eukaryota;Fungi;Ascomycetes","CBS 125763","SAMN04497957","PRJNA342681","GCA_001651985.1","Scaffold",34.748,53.1,,"LVYI01",57,12090,"2016-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/985/GCA_001651985.1_ASM165198v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/985/GCF_001651985.1_ASM165198v1"
"Ceratina calcarata","Eukaryota;Animals;Insects","Rehan_Ccalc_2016","SAMN04252592","PRJNA340002","GCA_001652005.1","Scaffold",199.937,41.8,,"LSNX01",50568,18696,"2016-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/005/GCA_001652005.1_ASM165200v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/005/GCF_001652005.1_ASM165200v1"
"Daucus carota subsp. sativus","Eukaryota;Plants;Land Plants","","SAMN03216637","PRJNA326436","GCA_001625215.1"," Chromosome",421.539,36.0434,"chromosome 1:NC_030381.1/CM004278.1; chromosome 2:NC_030382.1/CM004279.1; chromosome 3:NC_030383.1/CM004280.1; chromosome 4:NC_030384.1/CM004281.1; chromosome 5:NC_030385.1/CM004282.1; chromosome 6:NC_030386.1/CM004283.1; chromosome 7:NC_030387.1/CM004284.1; chromosome 8:NC_030388.1/CM004285.1; chromosome 9:NC_030389.1/CM004286.1; chloroplast Pltd:NC_008325.1/DQ898156.1; plastid Pltd:CM004358.1; mitochondrion MT:NC_017855.1/JQ248574.1","LNRQ01",4826,44740,"2016-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/215/GCA_001625215.1_ASM162521v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.1_ASM162521v1"
"Mortierella elongata AG-77","Eukaryota;Fungi;Other Fungi","AG-77","SAMN02745706","PRJNA196039","GCA_001651415.1","Scaffold",49.8516,48.1,,"LYLZ01",472,14961,"2016-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/415/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0",
"Pseudogymnoascus sp. 04NY16","Eukaryota;Fungi;Ascomycetes","04NY16","SAMN04196960","PRJNA299331","GCA_001630575.1","Scaffold",31.3143,49.8782,"mitochondrion MT:CM004376.1","LNAU01",3119,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/575/GCA_001630575.1_ASM163057v1",
"Pseudogymnoascus sp. BL308","Eukaryota;Fungi;Ascomycetes","BL308","SAMN04196939","PRJNA299331","GCA_001630595.1","Scaffold",31.419,50.4776,"mitochondrion MT:CM004375.1","LMYD01",3126,0,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/595/GCA_001630595.1_ASM163059v1",
"Purpureocillium lilacinum","Eukaryota;Fungi;Ascomycetes","PLFJ-1","SAMN04404347","PRJNA342689","GCA_001653265.1","Scaffold",38.5346,58.3,,"LSBI01",163,11763,"2016-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/265/GCA_001653265.1_ASM165326v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/265/GCF_001653265.1_ASM165326v1"
